Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update,source_file,Area (sqMI),Area (sqNM),Area (sqKM),date,prev_latitude,prev_longitude,prev_date,days_since_previous,movement_km,speed_km_per_day
C18B,19.0,4.0,-66.56,89.34,amere (fasted),1/6/2023,AntarcticIcebergs_20230106.csv,,,,2023-01-06,,,,,,
C18B,19.0,4.0,-66.56,89.34,amere (fasted),1/13/2023,AntarcticIcebergs_20230113.csv,,,,2023-01-13,-66.56,89.34,2023-01-06,7.0,0.0,0.0
C18B,19.0,4.0,-66.56,89.34,amere (fasted),1/20/2023,AntarcticIcebergs_20230120.csv,,,,2023-01-20,-66.56,89.34,2023-01-13,7.0,0.0,0.0
C18B,19.0,4.0,-66.56,89.34,amere (fasted),1/27/2023,AntarcticIcebergs_20230127.csv,,,,2023-01-27,-66.56,89.34,2023-01-20,7.0,0.0,0.0
C18B,19.0,4.0,-66.56,89.34,amere (fasted),2/3/2023,AntarcticIcebergs_20230203.csv,,,,2023-02-03,-66.56,89.34,2023-01-27,7.0,0.0,0.0
C18B,19.0,4.0,-66.56,89.34,amere (fasted),2/10/2023,AntarcticIcebergs_20230210.csv,,,,2023-02-10,-66.56,89.34,2023-02-03,7.0,0.0,0.0
C18B,19.0,4.0,-66.56,89.34,amere (fasted),2/17/2023,AntarcticIcebergs_20230217.csv,,,,2023-02-17,-66.56,89.34,2023-02-10,7.0,0.0,0.0
C18B,19.0,4.0,-66.56,89.34,amere (fasted),2/24/2023,AntarcticIcebergs_20230224.csv,,,,2023-02-24,-66.56,89.34,2023-02-17,7.0,0.0,0.0
C18B,19.0,4.0,-66.53,89.31,amere (fasted),3/3/2023,AntarcticIcebergs_20230303.csv,,,,2023-03-03,-66.56,89.34,2023-02-24,7.0,3.590380862986104,0.5129115518551577
C18B,19.0,4.0,-66.5,88.98,amere (fasted),3/10/2023,AntarcticIcebergs_20230310.csv,,,,2023-03-10,-66.53,89.31,2023-03-03,7.0,14.998665106677388,2.142666443811055
C18B,19.0,4.0,-66.48,88.91,amere (fasted),3/17/2023,AntarcticIcebergs_20230317.csv,,,,2023-03-17,-66.5,88.98,2023-03-10,7.0,3.8192331198989207,0.5456047314141316
C18B,19.0,4.0,-66.37,88.26,,3/24/2023,AntarcticIcebergs_20230324.csv,,,,2023-03-24,-66.48,88.91,2023-03-17,7.0,31.388076449455472,4.484010921350782
C18B,19.0,4.0,-66.25,88.91,,3/31/2023,AntarcticIcebergs_20230331.csv,,,,2023-03-31,-66.37,88.26,2023-03-24,7.0,31.958561959414542,4.5655088513449344
C18B,19.0,4.0,-66.23,89.03,,4/7/2023,AntarcticIcebergs_20230407.csv,,,,2023-04-07,-66.25,88.91,2023-03-31,7.0,5.817952630491193,0.8311360900701704
C18B,19.0,4.0,-65.96,88.04,,4/14/2023,AntarcticIcebergs_20230414.csv,,,,2023-04-14,-66.23,89.03,2023-04-07,7.0,53.769214706340506,7.681316386620073
C18B,19.0,4.0,-65.85,85.85,,4/21/2023,AntarcticIcebergs_20230421.csv,,,,2023-04-21,-65.96,88.04,2023-04-14,7.0,100.16032597819236,14.308617996884623
C18B,19.0,4.0,-66.12,84.3,,4/28/2023,AntarcticIcebergs_20230428.csv,,,,2023-04-28,-65.85,85.85,2023-04-21,7.0,76.2956252325243,10.899375033217757
C18B,19.0,4.0,-66.22,84.16,,5/5/2023,AntarcticIcebergs_20230505.csv,,,,2023-05-05,-66.12,84.3,2023-04-28,7.0,12.775036032737077,1.8250051475338682
C18B,19.0,4.0,-66.21,83.91,,5/12/2023,AntarcticIcebergs_20230512.csv,,,,2023-05-12,-66.22,84.16,2023-05-05,7.0,11.266387395575165,1.609483913653595
C18B,19.0,4.0,-66.16,83.67,,5/19/2023,AntarcticIcebergs_20230519.csv,,,,2023-05-19,-66.21,83.91,2023-05-12,7.0,12.125452806194183,1.7322075437420261
C18B,19.0,4.0,-66.02,83.44,,5/26/2023,AntarcticIcebergs_20230526.csv,,,,2023-05-26,-66.16,83.67,2023-05-19,7.0,18.702494516513656,2.671784930930522
C18B,19.0,4.0,-65.91,82.7,,6/2/2023,AntarcticIcebergs_20230602.csv,,,,2023-06-02,-66.02,83.44,2023-05-26,7.0,35.67594631117074,5.096563758738677
C18B,20.0,4.0,-65.75,81.92,,06/09/2023,AntarcticIcebergs_20230609.csv,,,,2023-06-09,-65.91,82.7,2023-06-02,7.0,39.719035669261494,5.674147952751642
C18B,20.0,4.0,-65.75,81.92,,06/15/2023,AntarcticIcebergs_20230615.csv,,,,2023-06-15,-65.75,81.92,2023-06-09,6.0,0.0,0.0
C18B,19.0,4.0,-65.91,82.7,,6/23/2023,AntarcticIcebergs_20230623.csv,,,,2023-06-23,-65.75,81.92,2023-06-15,8.0,39.719035669261494,4.964879458657687
C18B,20.0,4.0,-65.85,81.72,,06/24/2023,AntarcticIcebergs_20230624.csv,,,,2023-06-24,-65.91,82.7,2023-06-23,1.0,45.027439261345904,45.027439261345904
C18B,20.0,4.0,-65.86,81.78,,06/30/2023,AntarcticIcebergs_20230630.csv,,,,2023-06-30,-65.85,81.72,2023-06-24,6.0,2.946876916135604,0.4911461526892673
C18B,20.0,4.0,-65.85,81.73,,07/07/2023,AntarcticIcebergs_20230707.csv,,,,2023-07-07,-65.86,81.78,2023-06-30,7.0,2.5314841726145163,0.36164059608778804
C18B,20.0,4.0,-65.85,81.73,,07/14/2023,AntarcticIcebergs_20230714.csv,,,,2023-07-14,-65.85,81.73,2023-07-07,7.0,0.0,0.0
C18B,20.0,4.0,-65.85,81.73,,07/21/2023,AntarcticIcebergs_20230721.csv,,,,2023-07-21,-65.85,81.73,2023-07-14,7.0,0.0,0.0
C18B,20.0,4.0,-65.85,81.73,,07/27/2023,AntarcticIcebergs_20230727.csv,,,,2023-07-27,-65.85,81.73,2023-07-21,6.0,0.0,0.0
C18B,19.0,4.0,-65.91,82.7,,7/28/2023,AntarcticIcebergs_20230728.csv,,,,2023-07-28,-65.85,81.73,2023-07-27,1.0,44.57812258791682,44.57812258791682
C18B,20.0,4.0,-65.85,81.75,,08/04/2023,AntarcticIcebergs_20230804.csv,,,,2023-08-04,-65.91,82.7,2023-07-28,7.0,43.679802870982535,6.23997183871179
C18B,20.0,4.0,-65.84,81.8,,08/11/2023,AntarcticIcebergs_20230811.csv,,,,2023-08-11,-65.85,81.75,2023-08-04,7.0,2.532279643076438,0.3617542347252054
C18B,20.0,4.0,-65.87,81.75,,08/18/2023,AntarcticIcebergs_20230818.csv,,,,2023-08-18,-65.84,81.8,2023-08-11,7.0,4.037308486141248,0.5767583551630354
C18B,20.0,4.0,-65.87,81.75,,08/25/2023,AntarcticIcebergs_20230825.csv,,,,2023-08-25,-65.87,81.75,2023-08-18,7.0,0.0,0.0
C18B,20.0,4.0,-65.89,81.81,,09/01/2023,AntarcticIcebergs_20230901.csv,,,,2023-09-01,-65.87,81.75,2023-08-25,7.0,3.5183636815942143,0.5026233830848877
C18B,20.0,4.0,-65.89,81.81,,09/08/2023,AntarcticIcebergs_20230908.csv,,,,2023-09-08,-65.89,81.81,2023-09-01,7.0,0.0,0.0
C18B,20.0,4.0,-65.86,81.72,,09/15/2023,AntarcticIcebergs_20230915.csv,,,,2023-09-15,-65.89,81.81,2023-09-08,7.0,5.278162716037368,0.7540232451481954
C18B,20.0,4.0,-65.82,81.75,,09/22/2023,AntarcticIcebergs_20230922.csv,,,,2023-09-22,-65.86,81.72,2023-09-15,7.0,4.65263217349001,0.6646617390700014
C18B,20.0,4.0,-65.85,81.7,,09/30/2023,AntarcticIcebergs_20230930.csv,,,,2023-09-30,-65.82,81.75,2023-09-22,8.0,4.038306230858398,0.5047882788572997
C18B,20.0,4.0,-65.85,81.72,,10/06/2023,AntarcticIcebergs_20231006.csv,,,,2023-10-06,-65.85,81.7,2023-09-30,6.0,0.9098567152693335,0.15164278587822225
C18B,20.0,4.0,-65.85,81.72,,10/13/2023,AntarcticIcebergs_20231013.csv,,,,2023-10-13,-65.85,81.72,2023-10-06,7.0,0.0,0.0
C18B,20.0,4.0,-65.77,81.64,,10/20/2023,AntarcticIcebergs_20231020.csv,,,,2023-10-20,-65.85,81.72,2023-10-13,7.0,9.613441632631382,1.373348804661626
C18B,20.0,4.0,-65.77,81.64,,10/26/2023,AntarcticIcebergs_20231026.csv,,,,2023-10-26,-65.77,81.64,2023-10-20,6.0,0.0,0.0
C18B,20.0,4.0,-65.77,81.64,,11/03/2023,AntarcticIcebergs_20231103.csv,,,,2023-11-03,-65.77,81.64,2023-10-26,8.0,0.0,0.0
C18B,20.0,4.0,-65.77,81.64,,11/09/2023,AntarcticIcebergs_20231109.csv,,,,2023-11-09,-65.77,81.64,2023-11-03,6.0,0.0,0.0
C18B,20.0,4.0,-65.77,81.64,,11/17/2023,AntarcticIcebergs_20231117.csv,,,,2023-11-17,-65.77,81.64,2023-11-09,8.0,0.0,0.0
C18B,20.0,4.0,-65.78,81.61,,11/24/2023,AntarcticIcebergs_20231124.csv,,,,2023-11-24,-65.77,81.64,2023-11-17,7.0,1.7635072567881604,0.25192960811259435
C18B,20.0,4.0,-65.78,81.61,,12/08/2023,AntarcticIcebergs_20231208.csv,,,,2023-12-08,-65.78,81.61,2023-11-24,14.0,0.0,0.0
C18B,20.0,4.0,-65.71,81.61,,12/15/2023,AntarcticIcebergs_20231215.csv,,,,2023-12-15,-65.78,81.61,2023-12-08,7.0,7.783644865120042,1.1119492664457202
C18B,20.0,4.0,-65.69,81.17,,12/21/2023,AntarcticIcebergs_20231221.csv,,,,2023-12-21,-65.71,81.61,2023-12-15,6.0,20.256063439603565,3.3760105732672607
C18B,20.0,4.0,-65.88,80.91,,12/28/2023,AntarcticIcebergs_20231228.csv,,,,2023-12-28,-65.69,81.17,2023-12-21,7.0,24.22731793870389,3.4610454198148415
C18B,20.0,4.0,-65.88,80.94,,01/04/2024,AntarcticIcebergs_20240104.csv,,,,2024-01-04,-65.88,80.91,2023-12-28,7.0,1.363191103689228,0.19474158624131827
C18B,20.0,4.0,-65.89,80.87,,01/11/2024,AntarcticIcebergs_20240111.csv,,,,2024-01-11,-65.88,80.94,2024-01-04,7.0,3.368952800352077,0.4812789714788681
C18B,20.0,4.0,-65.9,80.67,,01/18/2024,AntarcticIcebergs_20240118.csv,,,,2024-01-18,-65.89,80.87,2024-01-11,7.0,9.150435216427548,1.307205030918221
C18B,20.0,4.0,-65.89,80.65,,01/25/2024,AntarcticIcebergs_20240125.csv,,,,2024-01-25,-65.9,80.67,2024-01-18,7.0,1.4357479572969325,0.20510685104241894
C18B,20.0,4.0,-66.01,80.29,,02/02/2024,AntarcticIcebergs_20240202.csv,,,,2024-02-02,-65.89,80.65,2024-01-25,8.0,21.07555005374384,2.63444375671798
C18B,20.0,4.0,-66.03,80.38,,02/08/2024,AntarcticIcebergs_20240208.csv,,,,2024-02-08,-66.01,80.29,2024-02-02,6.0,4.635535070500222,0.7725891784167036
C18B,20.0,4.0,-66.12,79.96,,02/16/2024,AntarcticIcebergs_20240216.csv,,,,2024-02-16,-66.03,80.38,2024-02-08,8.0,21.420853459882828,2.6776066824853535
C18B,20.0,4.0,-65.97,79.65,,02/23/2024,AntarcticIcebergs_20240223.csv,,,,2024-02-23,-66.12,79.96,2024-02-16,7.0,21.773217414329896,3.1104596306185566
C18B,20.0,4.0,-66.48,78.96,,03/01/2024,AntarcticIcebergs_20240301.csv,,,,2024-03-01,-65.97,79.65,2024-02-23,7.0,64.59552278240531,9.227931826057901
C18B,20.0,4.0,-66.64,78.09,,03/07/2024,AntarcticIcebergs_20240307.csv,,,,2024-03-07,-66.48,78.96,2024-03-01,6.0,42.395075158374034,7.065845859729006
C18B,20.0,4.0,-66.88,77.42,,03/15/2024,AntarcticIcebergs_20240315.csv,,,,2024-03-15,-66.64,78.09,2024-03-07,8.0,39.70290434694842,4.962863043368553
C18B,20.0,4.0,-66.48,78.96,,03/22/2024,AntarcticIcebergs_20240322.csv,,,,2024-03-22,-66.88,77.42,2024-03-15,7.0,81.07388059803738,11.581982942576769
C18B,20.0,4.0,-67.23,77.68,,03/29/2024,AntarcticIcebergs_20240329.csv,,,,2024-03-29,-66.48,78.96,2024-03-22,7.0,100.41794069713924,14.34542009959132
C18B,20.0,4.0,-67.21,77.89,,04/05/2024,AntarcticIcebergs_20240405.csv,,,,2024-04-05,-67.23,77.68,2024-03-29,7.0,9.310821479690901,1.3301173542415572
C18B,20.0,4.0,-67.21,77.89,,04/12/2024,AntarcticIcebergs_20240412.csv,,,,2024-04-12,-67.21,77.89,2024-04-05,7.0,0.0,0.0
C18B,20.0,4.0,-66.98,78.41,,04/19/2024,AntarcticIcebergs_20240419.csv,79.51,60.04,205.94,2024-04-19,-67.21,77.89,2024-04-12,7.0,34.0661366597691,4.866590951395586
C18B,20.0,4.0,-66.99,78.44,,04/26/2024,AntarcticIcebergs_20240426.csv,79.51,60.04,205.94,2024-04-26,-66.98,78.41,2024-04-19,7.0,1.7138931744184356,0.2448418820597765
C18B,20.0,4.0,-67.07,78.34,,05/02/2024,AntarcticIcebergs_20240502.csv,79.51,60.04,205.94,2024-05-02,-66.99,78.44,2024-04-26,6.0,9.897559604670148,1.6495932674450247
C18B,20.0,4.0,-67.07,78.33,,05/09/2024,AntarcticIcebergs_20240509.csv,79.51,60.04,205.94,2024-05-09,-67.07,78.34,2024-05-02,7.0,0.4332223593259183,0.061888908475131184
C18B,20.0,4.0,-67.05,78.34,,05/17/2024,AntarcticIcebergs_20240517.csv,79.51,60.04,205.94,2024-05-17,-67.07,78.33,2024-05-09,8.0,2.265736338342776,0.283217042292847
C18B,20.0,4.0,-67.07,78.33,,05/24/2024,AntarcticIcebergs_20240524.csv,79.51,60.04,205.94,2024-05-24,-67.05,78.34,2024-05-17,7.0,2.265736338342776,0.32367661976325374
C18B,20.0,4.0,-67.07,78.33,,05/31/2024,AntarcticIcebergs_20240531.csv,79.51,60.04,205.94,2024-05-31,-67.07,78.33,2024-05-24,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,06/07/2024,AntarcticIcebergs_20240607.csv,79.51,60.04,205.94,2024-06-07,-67.07,78.33,2024-05-31,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,06/14/2024,AntarcticIcebergs_20240614.csv,79.51,60.04,205.94,2024-06-14,-67.07,78.33,2024-06-07,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,06/21/2024,AntarcticIcebergs_20240621.csv,79.51,60.04,205.94,2024-06-21,-67.07,78.33,2024-06-14,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,06/27/2024,AntarcticIcebergs_20240627.csv,79.51,60.04,205.94,2024-06-27,-67.07,78.33,2024-06-21,6.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,07/05/2024,AntarcticIcebergs_20240705.csv,79.51,60.04,205.94,2024-07-05,-67.07,78.33,2024-06-27,8.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,07/12/2024,AntarcticIcebergs_20240712.csv,79.51,60.04,205.94,2024-07-12,-67.07,78.33,2024-07-05,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,07/19/2024,AntarcticIcebergs_20240719.csv,79.51,60.04,205.94,2024-07-19,-67.07,78.33,2024-07-12,7.0,0.0,0.0
C18B,20.0,4.0,-67.21,78.22,,07/25/2024,AntarcticIcebergs_20240725.csv,79.51,60.04,205.94,2024-07-25,-67.07,78.33,2024-07-19,6.0,16.276325221825743,2.7127208703042904
C18B,20.0,4.0,-67.07,78.34,,08/02/2024,AntarcticIcebergs_20240802.csv,79.51,60.04,205.94,2024-08-02,-67.21,78.22,2024-07-25,8.0,16.40763527966189,2.050954409957736
C18B,20.0,4.0,-67.07,78.34,,08/08/2024,AntarcticIcebergs_20240808.csv,79.51,60.04,205.94,2024-08-08,-67.07,78.34,2024-08-02,6.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.34,,08/15/2024,AntarcticIcebergs_20240815.csv,79.51,60.04,205.94,2024-08-15,-67.07,78.34,2024-08-08,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.34,,08/22/2024,AntarcticIcebergs_20240822.csv,79.51,60.04,205.94,2024-08-22,-67.07,78.34,2024-08-15,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.34,,08/29/2024,AntarcticIcebergs_20240829.csv,79.51,60.04,205.94,2024-08-29,-67.07,78.34,2024-08-22,7.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.34,,09/06/2024,AntarcticIcebergs_20240906.csv,79.51,60.04,205.94,2024-09-06,-67.07,78.34,2024-08-29,8.0,0.0,0.0
C18B,20.0,4.0,-67.07,78.33,,09/13/2024,AntarcticIcebergs_20240913.csv,79.51,60.04,205.94,2024-09-13,-67.07,78.34,2024-09-06,7.0,0.4332223593259183,0.061888908475131184
C18B,20.0,4.0,-67.07,78.33,,09/20/2024,AntarcticIcebergs_20240920.csv,79.51,60.04,205.94,2024-09-20,-67.07,78.33,2024-09-13,7.0,0.0,0.0
C18B,20.0,4.0,-67.22,78.29,,09/26/2024,AntarcticIcebergs_20240926.csv,79.51,60.04,205.94,2024-09-26,-67.07,78.33,2024-09-20,6.0,16.76846231821227,2.7947437197020446
C18B,20.0,4.0,-67.22,78.3,,10/04/2024,AntarcticIcebergs_20241004.csv,79.51,60.04,205.94,2024-10-04,-67.22,78.29,2024-09-26,8.0,0.4305398301773686,0.05381747877217107
C18B,20.0,4.0,-67.26,77.88,,10/10/2024,AntarcticIcebergs_20241010.csv,79.51,60.04,205.94,2024-10-10,-67.22,78.3,2024-10-04,6.0,18.607016961779827,3.101169493629971
